cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	cf	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili
c_a067	Comune di Agazzano	Agazzano	Maurizio	Cigalini	29010	PC	Emilia-Romagna	www.comune.agazzano.pc.it	Piazza Europa, 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00290460336	comune.agazzano@legalmail.it	Pec	urp@comune.agazzano.pc.it	Altro	null	null	null	null	null	null					
C_A068	Comune di Agerola	Agerola	Tommaso	Naclerio	80051	NA	Campania	www.comune.agerola.na.it	Via Generale Narsete, 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00559860630	protocollo.agerola@asmepec.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/agerola	https://www.twitter.com/agerola	https://www.youtube.com/agerola		
c_A069	Comune di Aggius	Aggius	Nicola	Muzzu	07020	SS	Sardegna	www.comuneaggius.it	Via Pasquale Paoli N 39	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82005370901	protocollo@pec.comuneaggius.it	Pec	protocollo@comuneaggius.it	Altro	null	null	null	null	null	null					
c_a070	Comune di Agira	Agira	Maria Gaetana	Greco	94011	EN	Sicilia	www.comune.agira.en.it	Via Vitt. Emanuele, 372	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00106510860	Protocollo_comune_agira@legalmail.it	Pec	primosettore@comune.agira.en.it	Altro	null	null	null	null	null	null					
c_a071	Comune di Agliana	Agliana	Luca	Benesperi	51031	PT	Toscana	www.comune.agliana.pt.it	p. Resistenza, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00315980474	comune.agliana.pt@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_a072	Comune di Agliano Terme	Agliano Terme	MARCO	BIGLIA	14041	AT	Piemonte	www.comune.aglianoterme.at.it	Piazza Roma 21	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000250058	comune.aglianoterme.at@cert.legalmail.it	Pec	protocollo@comune.aglianoterme.at.it	Altro	null	null	null	null	null	null					
c_a074	Comune di Aglie'	Agliè	Marco	Succio	10011	TO	Piemonte	www.comune.aglie.to.it	Via Principe Tommaso, 22	Legale rappresentante	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83501790014	protocollo@pec.comune.aglie.to.it	Pec	protocollo@comune.aglie.to.it	Altro	ragioneria@comune.aglie.to.it	Altro	sindaco@comune.aglie.to.it	Altro	tributi@comune.aglie.to.it	Altro					
c_a075	Comune di Agna	Agna	STELLA	VEGRO	35021	PD	Veneto	www.comune.agna.pd.it	Via Roma, 28	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80008770283	agna.pd@cert.ip-veneto.net	Pec	null	null	null	null	null	null	null	null					
c_a076	Comune di Agnadello	Agnadello	STEFANO	SAMARATI	26020	CR	Lombardia	www.comune.agnadello.cr.it	Via Dante, 57	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00304920192	anagrafe.comune.agnadello@pec.regione.lombardia.it	Pec	info@comune.agnadello.cr.it	Altro	null	null	null	null	null	null					
c_a077	Comune di Agnana Calabra	Agnana Calabra	Giuseppe Nicola	Cusato	89040	RC	Calabria	https://www.comune.agnana.rc.it/	Via Roma, 115	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81000610808	sindaco.agnana@asmepec.it	Pec	anagrafe.agnana@tiscali.it	Altro	null	null	null	null	null	null					
c_a081	Comune di Agnone	Agnone	DANIELE	SAIA	86081	IS	Molise	www.comune.agnone.is.it	Via Giuseppe Verdi, 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00067060947	comune.agnone@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_a082	Comune di Agnosine	Agnosine	Paolo	Siliqua	25071	BS	Lombardia	www.comune.agnosine.bs.it	Via Guglielmo Marconi n. 14	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00706890175	protocollo@pec.comune.agnosine.bs.it	Pec	segreteria@comune.agnosine.bs.it	Altro	null	null	null	null	null	null					
c_a083	Comune di Agordo	Agordo	Roberto	Chissale'	32021	BL	Veneto	www.comune.agordo.bl.it	Piazzale Guglielmo Marconi 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00103340253	comune.agordo.bl@pecveneto.it	Pec	agordo@comune.agordo.bl.it	Altro	null	null	null	null	null	null					
c_a084	Comune di Agosta	Agosta	MASSIMILIANO	VALENTE	00020	RM	Lazio	www.comunediagosta.it	Via San Martino, 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	86002070588	ragioneriaagosta@pec.it	Pec	ragioneria@comunediagosta.it	Altro	null	null	null	null	null	null					
c_a085	Comune di Agra	Agra	Luca	Baglioni	21010	VA	Lombardia	www.comune.agra.va.it	Piazza Pasquinelli, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00459980124	comuneagra@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_a087	Comune di Agrate Brianza	Agrate Brianza	Simone	Sironi	20864	MB	Lombardia	http://www.comune.agratebrianza.mb.it	Via San Paolo 24	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	02254070150	comune.agratebrianza@pec.regione.lombardia.it	Pec	servizidemografici.agratebrianza@legalmail.it	Pec	null	null	null	null	null	null					
c_a088	Comune di Agrate Conturbia	Agrate Conturbia	Simone	Tosi	28010	NO	Piemonte	www.comune.agrateconturbia.no.it/	Via Roma N. 41	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00471090035	pec@agrateconturbia.eu	Pec	municipio@comune.agrateconturbia.no.it	Altro	null	null	null	null	null	null					
c_a089	Comune di Agrigento	Agrigento	Francesco	Micciche'	92100	AG	Sicilia	www.comune.agrigento.it	Piazza Pirandello, 35	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	MIMMO	S	00074260845	servizio.protocollo@pec.comune.agrigento.it	Pec	lavoripubblici@pec.comune.agrigento.it	Pec	segretariogenerale@pec.comune.agrigento.it	Pec	ufficio.elettorale@pec.comune.agrigento.it	Pec	ufficio.gabinetto@pec.comune.agrigento.it	Pec					
c_a091	Comune di Agropoli	Agropoli	Roberto Antonio	Mutalipassi	84043	SA	Campania	www.comune.agropoli.sa.it	Piazza Della Repubblica, 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00252900659	protocollo@pec.comune.agropoli.sa.it	Pec	accertamentotributi@pec.comune.agropoli.sa.it	Pec	ict.agropoli@pec.comune.agropoli.sa.it	Pec	sindaco@comune.agropoli.sa.it	Altro	null	null	https://www.facebook.com/pages/Comune-di-Agropoli/67666534515?fref=ts				
c_a092	Comune di Agugliano	Agugliano	Paolo	Perucci	60020	AN	Marche	www.comune.agugliano.an.it	Via G. Leopardi, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00168660421	comune.agugliano@emarche.it	Pec	comune.agugliano@provincia.ancona.it	Altro	null	null	null	null	null	null					
c_a093	Comune di Agugliaro	Agugliaro	ROBERTO	ANDRIOLO	36020	VI	Veneto	www.comune.agugliaro.vi.it	Via Umberto I 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00543330245	segreteria@pec.comune.agugliaro.vi.it	Pec	null	null	null	null	null	null	null	null					
c_a094	Comune di Ayas	Ayas	Alex	Brunod	11020	AO	Valle d'Aosta/Vallée d'Aoste	www.comune.ayas.ao.it	Route Barmasc, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00106960073	protocollo@pec.comune.ayas.ao.it	Pec	null	null	null	null	null	null	null	null					
c_a096	Comune di Aicurzio	Aicurzio	Matteo Raffaele	Baraggia	20886	MB	Lombardia	www.comune.aicurzio.mb.it/	Via Della Croce, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	02310520156	comune.aicurzio@pec.regione.lombardia.it	Pec	comune@comune.aicurzio.mb.it	Altro	null	null	null	null	null	null					
c_a098	Comune di Aidone	Aidone	ANNAMARIA	RACCUGLIA	94010	EN	Sicilia	www.comune.aidone.en.it	P.zza Umberto I	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80001220864	protocollo@pec.aidoneonline.it	Pec	null	null	null	null	null	null	null	null					
c_a100	Comune di Aielli	Aielli	Enzo	Di Natale	67041	AQ	Abruzzo	www.comunediaielli.it	Piazza Filippo Angelitti 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00098910664	comunediaielli@pec.it	Pec	ragioneria@comunediaielli.it	Altro	utccomunediaielli@pec.it	Pec	null	null	null	null					
c_a101	Comune di Aiello del Sabato	Aiello del Sabato	Sebastiano	Gaeta	83020	AV	Campania	www.comune.aiellodelsabato.av.it	Via P. S. Mancini 30	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00225670645	protocollo.aiello@asmepec.it	Pec	amministrativo.aiello@asmepec.it	Pec	null	null	null	null	null	null					
c_a102	Comune di Aiello Calabro	Aiello Calabro	Luca	Lepore	87031	CS	Calabria	www.comune.aiellocalabro.cs.it	Corso L. De Seta, 64	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	86001270783	ragioneria.comune.aiellocalabro@asmepec.it	Pec	ur.aiellocal@libero.it	Altro	null	null	null	null	null	null					
c_a103	Comune di Aiello del Friuli	Aiello del Friuli	Roberto	Festa	33041	UD	Friuli-Venezia Giulia	www.comune.aiellodelfriuli.ud.it	Via Cavour, 27	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00466330305	comune.aiellodelfriuli@certgov.fvg.it	Pec	protocollo@comune.aiellodelfriuli.ud.it	Altro	null	null	null	null	null	null					
c_a105	Comune di Aieta	Aieta	Pasquale	De Franco	87020	CS	Calabria	www.comune.aieta.cs.it	Piazza Mons. Lomonaco, 11	Legale rappresentante	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00391170784	protocollo.aieta@asmepec.it	Pec	anagrafe.aieta@asmepec.it	Pec	finanziario.aieta@asmepec.it	Pec	settoreamministrativo.aieta@asmepec.it	Pec	tecnico.comune.aieta@asmepec.it	Pec					
c_a106	Comune di Ailano	Ailano	Mario	Lanzone	81010	CE	Campania	www.comune.ailano.ce.it	Piazza C. A. DALLA CHIESA, 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	91001830610	protocollo@pec.comune.ailano.ce.it	Pec	protocollo@comune.ailano.ce.it	Altro	null	null	null	null	null	null					
c_a107	Comune di Ailoche	Ailoche	Massimo	Paganini	13861	BI	Piemonte	www.comune.ailoche.bi.it	Piazza Erminio Rizzi n.2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82004010029	ailoche@pec.ptbiellese.it	Pec	rag.ailoche@ptb.provincia.biella.it	Altro	null	null	null	null	null	null					
c_a108	Comune di Aymavilles	Aymavilles	LOREDANA	PETEY	11010	AO	Valle d'Aosta/Vallée d'Aoste	www.comune.aymavilles.ao.it	Chef Lieu N 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00099010076	protocollo@pec.comune.aymavilles.ao.it	Pec	info@comune.aymavilles.ao.it	Altro	null	null	null	null	null	null					
c_a109	Comune di Airasca	Airasca	Leopoldo	De Riso	10060	TO	Piemonte	www.comune.airasca.to.it	Via Roma, 118	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	85002910017	airasca@postemailcertificata.it	Pec	protocollo@comune.airasca.to.it	Altro	null	null	null	null	null	null					
c_a110	Comune di Airola	Airola	Vincenzo	Falzarano	82011	BN	Campania	www.comune.airola.bn.it	C.so Matteotti, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80000170623	protocolloairola@pec.comune.airola.bn.it	Pec	null	null	null	null	null	null	null	null					
c_a111	Comune di Airole	Airole	Andrea	Molinari	18030	IM	Liguria	comune.airole.im.it	Piazza Padre Giacomo Viale, N. 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00238700082	comune.airole.im@legalmail.it	Pec	airolecom@gmail.com	Altro	null	null	null	null	null	null					
c_a112	Comune di Airuno	Airuno	GIANFRANCO	LAVELLI	23881	LC	Lombardia	www.comune.airuno.lc.it	Via Pizzagalli Magno 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	85001580134	airuno@cert.legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_a113	Comune di Aisone	Aisone	PIETRO	TROCELLO	12010	CN	Piemonte	www.comune.aisone.cn.it	Via Fossa' N. 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80003250042	aisone@cert.ruparpiemonte.it	Pec	comune.aisone@vallestura.cn.it	Altro	null	null	null	null	null	null					
c_a116	Comune di Ala	Ala	Stefano	Gatti	38061	TN	Trentino-Alto Adige/Südtirol	www.comune.ala.tn.it	Piazza S. Giovanni 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	85000870221	comuneala.tn@legalmail.it	Pec	demografico@pec.comune.ala.tn.it	Pec	serv.gen@comune.ala.tn.it	Altro	null	null	null	null	https://it-it.facebook.com/comunediala/		https://youtu.be/E2DfDWyphI8		
c_a117	Comune di Ala di Stura	Ala di Stura	Mauro	Garbano	10070	TO	Piemonte	www.comunealadistura.it	Piazza Centrale 22	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83002970016	comunealadistura@pec.it	Pec	info@comunealadistura.it	Altro	null	null	null	null	null	null					
c_a118	Comune di Alagna	Alagna	RENATO	LAVEZZI	27020	PV	Lombardia	www.comune.alagna.pv.it	Via Piave, 12	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00473750180	info@pec.comune.alagna.pv.it	Pec	protocollo@comune.alagna.pv.it	Altro	null	null	null	null	null	null					
c_a119	Comune di Alagna Valsesia	Alagna Valsesia	Roberto	Veggi	13021	VC	Piemonte	www.comune.alagnavalsesia.vc.it	Piazza Degli Alberghi, 20	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000010023	comune.alagnavalsesia.vc@legalmail.it	Pec	protocollo@comune.alagnavalsesia.vc.it	Altro	ragioneria@comune.alagnavalsesia.vc.it	Altro	null	null	null	null					
c_a120	Comune di Alanno	Alanno	Oscar	Pezzi	65020	PE	Abruzzo	www.comune.alanno.pe.it	Piazza Trieste 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80013770682	comune.alanno@pec.it	Pec	affarigenerali@comune.alanno.pe.it	Altro	protocollo@comune.alanno.pe.it	Altro	segretario@comune.alanno.pe.it	Altro	sindaco@comune.alanno.pe.it	Altro	https://www.facebook.com/ComuneDiAlanno/				
c_a122	Comune di Alassio	Alassio	Marco	Melgrati	17021	SV	Liguria	www.comune.alassio.sv.it	p. Liberta' 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00277920096	comune.alassio@legalmail.it	Pec	protocollo@comune.alassio.sv.it	Altro	null	null	null	null	null	null	https://www.facebook.com/comunealassio	https://twitter.com/comunealassio	http://www.youtube.com/user/ComuneAlassio		
c_a123	Comune di Alatri	Alatri	Maurizio	Cianfrocca	03011	FR	Lazio	www.comune.alatri.fr.it	Piazza Santa Maria Maggiore, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80003090604	protocollo.comunealatri@pec.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/comune.alatri.fr.it				
c_a124	Comune di Alba	Alba	Alberto	GATTO	12051	CN	Piemonte	www.comune.alba.cn.it	Piazza Risorgimento,1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00184260040	comune.alba@cert.legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_a125	Comune di Alba Adriatica	Alba Adriatica	Antonietta	Casciotti	64011	TE	Abruzzo	www.comune.alba-adriatica.te.it	Via Cesare Battisti, 24	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00285510673	protocollo@pec.comune.alba-adriatica.te.it	Pec	protocollo@comune.alba-adriatica.te.it	Altro	sindaco@comune.alba-adriatica.te.it	Altro	suap@pec.comune.alba-adriatica.te.it	Pec	sue@pec.comune.alba-adriatica.te.it	Pec			https://www.youtube.com/channel/UCQaMY5iYFPLuXbb_-dKRBKg		
c_a126	Comune di Albagiara	Albagiara	Marcello	Pilloni	09090	OR	Sardegna	www.comune.albagiara.or.it	Via Cagliari, 20	Legale rappresentante	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00070480959	amministrativo@pec.comune.albagiara.or.it	Pec	c.pilloni@comune.albagiara.or.it	Altro	ufficioamministrativo@comune.albagiara.or.it	Altro	null	null	null	null					
C_A127	Comune di Albairate	Albairate	Flavio	Crivellin	20080	MI	Lombardia	www.comune.albairate.mi.it	Via Cesare Battisti,2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	03623810151	comune.albairate.mi@pec.it	Pec	finanze@comune.albairate.mi.it	Altro	personale@comune.albairate.mi.it	Altro	ragioneria@comune.albairate.mi.it	Altro	null	null					
c_a128	Comune di Albanella	Albanella	Renato	Iosca	84044	SA	Campania	www.comune.albanella.sa.it	Piazza Cavalieri di Vittorio Veneto, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82002390654	protocollo@pec.comune.albanella.sa.it	Pec	null	null	null	null	null	null	null	null					
c_a129	Comune di Albano Sant'Alessandro	Albano Sant'Alessandro	Gianmario	Zanga	24061	BG	Lombardia	www.comune.albano.bg.it	Piazza Caduti Per La Patria, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00684170160	postacert@pec.comune.albano.bg.it	Pec	demografici@pec.comune.albano.bg.it	Pec	info@comune.albano.bg.it	Altro	polizia.locale@pec.comune.albano.bg.it	Pec	null	null					
c_a130	Comune di Albano Vercellese	Albano Vercellese	Massimiliano	Zarattini	13030	VC	Piemonte	www.comune.albanovercellese.vc.it	Corso Umberto I 64	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80002170027	albano.vercellese@cert.ruparpiemonte.it	Pec	albano.vercellese@ruparpiemonte.it	Altro	null	null	null	null	null	null					
c_a131	Comune di Albano di Lucania	Albano di Lucania	Bruno	Santamaria	85010	PZ	Basilicata	www.comune.albanodilucania.pz.it	Via Provinciale, 53	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80004180768	comune.albanodilucania@cert.ruparbasilicata.it	Pec	ufficiotecnico@comune.abanodilucania.pz.it	Altro	null	null	null	null	null	null					
c_a132	Comune di Albano Laziale	Albano Laziale	Massimiliano	Borelli	00041	RM	Lazio	www.comune.albanolaziale.rm.it	Piazza Costituente, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82011210588	protocollo@cert.comune.albanolaziale.rm.it	Pec	dirigente.tecnico@pec.comune.albanolaziale.rm.it	Pec	organi.istituzionali@pec.comune.albanolaziale.rm.it	Pec	ragioneria@comune.albanolaziale.rm.it	Altro	segreteria.generale@comune.albanolaziale.rm.it	Altro					
c_a135	Comune di Albaredo per San Marco	Albaredo per San Marco	Matteo	Del Nero	23010	SO	Lombardia	https://comune.albaredopersanmarco.so.it/	Via San Marco 24	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00105750145	protocollo.albaredo@cert.provincia.so.it	Pec	amministrazione@comune.albaredopersanmarco.so.it	Altro	null	null	null	null	null	null					
c_a137	Comune di Albaredo D'Adige	Albaredo d'Adige	GIOVANNI	RUTA	37041	VR	Veneto	www.comune.albaredodadige.vr.it	Piazza Vittorio Emanuele, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00264700238	protocollo.albaredodadige@pec.it	Pec	urp@comune.albaredodadige.vr.it	Altro	null	null	null	null	null	null					
c_a138	Comune di Albareto	Albareto	Carlo	Berni	43051	PR	Emilia-Romagna	www.comune.albareto.pr.it	Piazza Giuseppe Micheli, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00439490343	protocollo@postacert.comune.albareto.pr.it	Pec	info@comune.albareto.pr.it	Altro	null	null	null	null	null	null					
c_a139	Comune di Albaretto della Torre	Albaretto della Torre	Luca	Borgna	12050	CN	Piemonte	www.comune.albarettodellatorre.cn.it	Via Umberto 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00487760043	comune.albarettotorre.cn@cert.legalmail.it	Pec	albarettotorre@comune.albarettodellatorre.cn.it	Altro	null	null	null	null	null	null					
c_a143	Comune di Albavilla	Albavilla	Giuliana	Castelnuovo	22031	CO	Lombardia	www.comune.albavilla.co.it	Piazza Roma 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00688320134	comune.albavilla@pec.provincia.como.it	Pec	info@comune.albavilla.co.it	Altro	null	null	null	null	null	null					
c_a145	Comune di Albenga	Albenga	Riccardo	Tomatis	17031	SV	Liguria	www.comune.albenga.sv.it	p. San Michele, 17	Legale rappresentante	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00279480099	protocollo@pec.comune.albenga.sv.it	Pec	null	null	null	null	null	null	null	null					
c_a146	Comune di Albera Ligure	Albera Ligure	Renato	Lovotti	15060	AL	Piemonte	www.comune.alberaligure.al.it	Via Roma, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83003990062	albera.ligure@cert.ruparpiemonte.it	Pec	albera.ligure@reteunitaria.piemonte.it	Altro	null	null	null	null	null	null					
c_a149	Comune di Alberobello	Alberobello	Francesco	DE CARLO	70011	BA	Puglia	https://www.comunealberobello.it	Piazza Del Popolo,31	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82002610721	protocollo@mailcert.comune.alberobello.ba.it	Pec	demografico@mailcert.comune.alberobello.ba.it	Pec	ediliziaprivata@mailcert.comune.alberobello.ba.it	Pec	poliziamunicipale@mailcert.comune.alberobello.ba.it	Pec	sindaco@comune.alberobello.ba.it	Altro					
